ship_mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Total,Quantity,Discount,Profit,Rating,Time
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.888,2,0.7,-5.0512,8.5,12:26
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,32.544,2,0.2,-7.7292,4.8,20:50
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,347.802,7,0.3,-24.843,8.4,16:09
First Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,15.57,3,0.7,-11.937,7.8,15:23
Second Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Labels,4.608,2,0.2,1.6704,9.3,12:10
Standard Class,Corporate,United States,Garden City,Kansas,67846,Central,Technology,Phones,257.98,2,0,74.8142,5.2,13:23
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,153.78,11,0,44.5962,6.5,16:42
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,61.02,3,0,0.6102,5.6,16:18
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,110.11,7,0,31.9319,7.4,14:03
Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.89,1,0,3.5505,9.1,11:26
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,36.024,3,0.2,11.7078,8,18:02
First Class,Corporate,United States,Bloomington,Illinois,61701,Central,Office Supplies,Art,54.336,4,0.2,5.4336,7.2,15:35
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,92.52,6,0,24.9804,7.1,13:55
Same Day,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Art,10.272,3,0.2,1.1556,9.1,17:32
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,40.74,3,0,0.4074,5.6,14:36
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Labels,14.4,5,0,7.056,6,11:48
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,149.95,5,0,41.986,5.4,18:46
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Supplies,16.9,2,0,5.07,7.8,14:22
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,17.61,3,0,8.4528,9.9,9:25
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,378,2,0,136.08,4.9,9:21
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,17.64,3,0,8.6436,5.2,11:07
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,373.08,6,0,100.7316,8.9,15:00
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Furniture,Furnishings,1336.44,14,0,387.5676,9.1,14:15
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,29.97,3,0,0.2997,7,16:20
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Chairs,390.368,2,0.2,48.796,9.6,17:14
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,101.52,5,0.2,19.035,8.7,19:02
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,74.352,3,0.2,23.235,9.4,9:01
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,15.7,5,0,7.065,4,12:35
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,59.52,3,0,15.4752,7.5,20:02
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,34.4,5,0,15.824,4.2,15:54
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,313.176,2,0.4,-120.0508,9.9,9:44
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,866.646,3,0.1,173.3292,4.2,17:06
Same Day,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Appliances,795.408,6,0.2,59.6556,9.9,10:10
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,35.856,9,0.2,12.9978,5.8,11:55
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,23.84,4,0.2,3.278,6,11:02
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,43.13,1,0,14.6642,10,12:00
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,30.87,7,0,14.2002,9.5,13:11
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,70.12,4,0,21.036,6.6,20:00
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Bookcases,509.9575,5,0.15,41.9965,8.1,20:55
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Furnishings,122.91,3,0,34.4148,9.7,18:57
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,97.568,2,0.2,-6.098,7.2,17:52
Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,Chairs,722.352,3,0.2,81.2646,6.2,11:45
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,11.52,5,0.2,4.176,7.3,13:43
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,167.84,8,0,11.7488,4.3,10:13
Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Furniture,Tables,172.11,1,0.4,-94.6605,4.6,15:07
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,99.98,2,0,7.9984,5.8,9:30
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Phones,156.792,1,0.2,17.6391,8.3,19:09
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Technology,Accessories,35.36,2,0.2,-3.094,8,10:49
Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Furniture,Furnishings,13.592,1,0.2,-0.3398,9.4,16:25
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,386.68,2,0.3,-5.524,6.2,11:20
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,379.96,5,0.2,47.495,9.8,20:58
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,539.91,3,0.4,-116.9805,9.6,11:28
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,41.24,5,0.2,13.9185,4.9,17:00
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,51.897,1,0.7,-41.5176,8,17:50
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,552.56,5,0.2,-138.14,7.8,10:32
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,23.16,5,0.7,-15.44,4.1,10:33
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,126.08,2,0.2,-28.368,5.5,10:18
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Machines,449.1,3,0.7,-643.71,5.4,14:22
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,195.104,4,0.2,21.9492,5.1,16:09
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,36.672,3,0.2,6.4176,6.9,20:52
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,85.246,2,0.3,-6.089,7.8,9:10
Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,32.712,2,0.6,-26.1696,6.6,19:59
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,11.43,3,0,5.3721,9.2,17:17
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,30.44,2,0,14.9156,7.8,11:16
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,12.96,2,0,6.3504,8.7,13:32
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,16,4,0,7.68,9.2,15:18
Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Appliances,32.67,3,0,8.4942,8.3,15:18
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Fasteners,4.464,3,0.2,-0.9486,8.2,20:54
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,9.345,5,0.7,-6.5415,7.5,17:01
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,9.144,3,0.2,3.0861,9.8,17:50
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Binders,23.136,6,0.2,8.3868,8.7,12:16
Standard Class,Corporate,United States,Oxnard,California,93030,West,Office Supplies,Art,99.2,5,0,25.792,6.7,18:43
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,21.36,5,0.2,7.209,5,14:32
Second Class,Corporate,United States,Covington,Washington,98042,West,Furniture,Furnishings,46.9,5,0,13.132,7,10:39
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,18.72,5,0.2,6.552,8.9,14:53
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Tables,236.528,2,0.2,-2.9566,8,16:40
First Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Labels,18.9,3,0,8.694,6.9,18:10
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Paper,10.688,2,0.2,3.7408,7.3,9:13
First Class,Corporate,United States,Brownsville,Texas,78521,Central,Office Supplies,Storage,237.096,3,0.2,20.7459,6.9,18:57
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,5.184,1,0.2,1.8144,5.7,19:19
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,65.584,2,0.2,23.7742,6.4,9:27
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,22.2,1,0.6,-26.085,9.6,9:00
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,419.4,5,0.2,146.79,6.8,18:43
First Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,88.92,5,0.2,14.4495,9,15:00
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,9.912,3,0.2,3.2214,9.6,10:31
Second Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Chairs,318.43,5,0.3,-77.333,7.7,12:02
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,5.8,5,0.8,-10.15,7,12:15
Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,1415.76,6,0.2,88.485,6.5,16:22
Standard Class,Consumer,United States,Bolingbrook,Illinois,60440,Central,Technology,Phones,148.48,2,0.2,16.704,8.1,11:15
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,9.248,4,0.2,3.1212,4.3,19:11
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1036.624,2,0.2,51.8312,6.5,18:25
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,569.64,2,0,148.1064,9.5,20:33
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,9.14,1,0,4.57,9.7,19:39
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,1196.86,7,0,119.686,9.5,14:45
First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Bookcases,523.26,9,0,125.5824,8.9,10:16
Second Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Copiers,639.968,4,0.2,215.9892,6.5,10:00
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,52.76,2,0,24.2696,5.3,11:33
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,538.92,9,0,80.838,9.6,18:27
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Art,14.88,2,0,3.72,6.7,12:13
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Paper,34.24,8,0,15.408,7.6,20:25
Standard Class,Consumer,United States,Visalia,California,93277,West,Office Supplies,Storage,261.74,2,0,65.435,4.8,9:27
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,87.84,8,0,23.7168,5.5,16:21
Second Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,34.92,4,0,11.8728,4.7,13:40
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,14.94,3,0,7.0218,6.9,15:23
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,14.56,2,0,6.2608,4.5,11:29
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.576,4,0.7,-2.8608,6.2,10:10
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,147.184,2,0.2,-29.4368,7.6,18:48
First Class,Home Office,United States,Lehi,Utah,84043,West,Technology,Copiers,1499.95,5,0,449.985,7.9,20:40
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,13.568,4,0.2,3.2224,4.5,20:32
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,2573.82,9,0,746.4078,8.7,16:54
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,609.98,2,0,274.491,6.1,20:15
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,5.48,2,0,1.4796,6.4,20:15
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,391.98,2,0,113.6742,9.1,19:40
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,755.96,4,0,204.1092,7.1,15:57
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,31.12,4,0,0.3112,7.7,18:51
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,6.54,1,0,3.0084,4.5,20:51
Second Class,Home Office,United States,Huntington Beach,California,92646,West,Office Supplies,Envelopes,12.78,1,0,5.751,7.2,20:25
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,18.464,4,0.2,6.924,8.4,18:12
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,445.802,7,0.3,-108.2662,5.4,12:55
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,2.48,1,0,0.868,9.7,17:31
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Binders,25.9,5,0,12.691,5.5,20:21
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Office Supplies,Paper,29.9,5,0,14.651,4.6,13:11
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Technology,Accessories,2249.91,9,0,517.4793,6.6,18:57
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Furniture,Tables,1053.164,4,0.3,-105.3164,6.3,20:40
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,12.96,2,0,6.2208,4.2,9:16
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,106.68,6,0,33.0708,4.4,10:33
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,119.94,6,0,5.997,6.7,20:59
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.272,3,0.2,3.21,6.7,17:29
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,512.19,5,0.3,-65.853,8.4,9:13
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,1.556,2,0.8,-4.2012,6.2,18:45
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,4.448,2,0.2,1.4456,5,18:33
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,276.69,3,0,49.8042,6,16:28
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Fasteners,4.96,4,0,2.3312,7,12:22
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Art,71.92,4,0,20.8568,6.6,20:21
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,18.84,3,0,7.9128,7.3,19:02
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Accessories,140.97,3,0,19.7358,8.3,19:03
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,470.376,3,0.2,52.9173,4.3,20:02
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,6.08,2,0,2.0672,9.8,14:57
Same Day,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,164.792,1,0.2,18.5391,8.2,20:05
Second Class,Corporate,United States,Atlantic City,New Jersey,8401,East,Office Supplies,Envelopes,23.36,2,0,11.68,7.2,15:59
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728,8.7,18:35
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,46.384,2,0.2,5.2182,8.4,13:48
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,362.92,2,0,105.2468,7.1,11:16
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,9.248,2,0.2,3.3524,5.5,18:57
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,1889.946,9,0.4,-377.9892,8.5,18:12
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,62.04,5,0.2,4.653,6.2,15:49
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,396.92,5,0.2,148.845,8.9,12:34
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,239.456,7,0.2,17.9592,9.6,14:24
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,13.12,5,0.2,2.132,5.4,20:45
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,29.36,2,0,13.5056,9.1,19:21
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,214.9,5,0,62.321,9,17:37
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,15.92,4,0,7.4824,6.3,16:19
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Accessories,146.45,5,0,48.3285,9.5,10:20
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,15.14,1,0,0.6056,9.8,16:00
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,5.76,2,0,2.6496,6.7,17:50
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Copiers,1399.98,2,0,629.991,7.7,20:29
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.952,2,0.7,-7.46,7,10:42
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.856,6,0.7,-6.4944,5.1,17:33
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Furniture,Chairs,85.246,2,0.3,-1.2178,6.2,16:21
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Envelopes,21.728,7,0.2,7.6048,6.1,12:09
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,1487.04,5,0.2,148.704,9.3,16:09
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,71.88,6,0,33.0648,7.6,18:59
Same Day,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,9.24,3,0,2.9568,8.2,19:48
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,35.88,6,0,16.146,8.5,20:54
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,17.04,3,0.2,5.538,9.8,11:31
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,931.176,3,0.2,314.2719,8.7,13:07
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Furnishings,266.352,3,0.2,-13.3176,9.7,18:52
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Chairs,483.136,4,0.2,54.3528,4.3,18:09
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Chairs,196.784,2,0.2,-22.1382,7.7,14:08
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Bookcases,231.92,5,0.2,5.798,7.3,12:26
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,29.7,3,0,8.019,5.9,16:01
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,13.592,2,0.6,-14.2716,5,13:27
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,70.88,2,0,33.3136,8,14:03
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,114.288,1,0.2,12.8574,7.1,13:29
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,36.624,8,0.7,-24.416,9,13:31
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Bookcases,242.352,8,0.7,-363.528,6.7,14:50
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,49.616,2,0.2,4.9616,6.1,15:58
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Furnishings,508.704,6,0.2,0,9.3,13:15
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,57.36,6,0.2,-14.34,7,12:47
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,906.68,5,0.2,68.001,7.2,19:57
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,719.952,6,0.2,71.9952,8.2,12:13
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,755.944,7,0.2,66.1451,8.4,14:38
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,11.98,5,0.8,-19.168,6.2,17:24
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,0.898,1,0.8,-1.5715,7.4,13:01
First Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,21.204,3,0.6,-11.6622,5,9:47
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,34.74,3,0,17.37,6.9,20:09
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,833.94,6,0,216.8244,4.9,18:45
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,12.96,3,0.2,4.536,5.1,16:55
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,25.92,4,0,12.4416,9.1,10:11
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Bookcases,349.965,7,0.5,-216.9783,7.1,20:24
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,22.32,5,0.2,5.301,5,17:56
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,158.28,6,0,72.8088,5.5,11:20
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,497.94,3,0,224.073,9.2,9:33
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,533.94,3,0,154.8426,4.9,12:07
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,167.94,3,0,82.2906,8.9,9:41
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Furnishings,31.68,6,0,9.8208,6,18:08
First Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Chairs,170.786,1,0.3,0,4.2,19:31
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Bookcases,198.744,4,0.3,0,7.3,12:26
First Class,Home Office,United States,Denver,Colorado,80219,West,Technology,Accessories,63.824,2,0.2,13.5626,6.5,18:19
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,435.168,4,0.2,-59.8356,8.9,20:55
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,48.58,1,0,7.7728,9.7,20:35
First Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,47.976,3,0.2,8.3958,8.6,11:59
First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,6.9,12:55
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,26.46,9,0,11.907,7.7,17:21
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,49.12,4,0,23.0864,9.5,14:32
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,15,3,0,7.2,4.5,13:25
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,194.7,5,0,9.735,5.6,12:11
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Furniture,Tables,591.32,4,0,112.3508,8.2,13:29
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Art,2.84,1,0,0.8804,7.3,17:35
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,221.96,2,0,4.4392,4.4,10:14
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,236,4,0,40.12,5.7,12:05
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,41.94,2,0,15.0984,5,15:14
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,52.792,1,0.2,4.6193,9,12:09
First Class,Home Office,United States,Omaha,Nebraska,68104,Central,Furniture,Chairs,563.94,3,0,112.788,6.3,19:45
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Appliances,2625.12,8,0,735.0336,9.4,11:46
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Art,17.94,3,0,4.485,7.7,10:19
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,422.856,3,0.2,15.8571,5.5,9:49
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,127.764,2,0.1,2.8392,4.1,9:05
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,3499.93,7,0,909.9818,7.6,17:05
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,14.4,5,0,6.624,8.6,10:02
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,122.97,3,0,60.2553,8.3,15:13
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Art,9.32,4,0,2.7028,8.1,17:09
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Binders,122.94,3,0,59.0112,8.6,11:27
Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,17.31,3,0,5.193,6.3,9:22
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Art,128.744,7,0.2,12.8744,5.8,13:47
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,58.248,9,0.2,11.6496,6.2,14:43
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,71.246,2,0.3,-19.3382,7.7,19:35
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,7.872,3,0.2,0.5904,8.1,13:38
